Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Potencia_fiscal,Nombre_turismes
2020,8,Nou Barris,46,el Turó de la Peira,"15 a 15,9",37
2020,8,Nou Barris,46,el Turó de la Peira,"16 a 19,9",99
2020,8,Nou Barris,46,el Turó de la Peira,20 i més cf,28
2020,8,Nou Barris,47,Can Peguera,Menys 8 cf,42
2020,8,Nou Barris,47,Can Peguera,"8 a 8,9",31
2020,8,Nou Barris,47,Can Peguera,"9 a 9,9",31
2020,8,Nou Barris,47,Can Peguera,"10 a 10,9",90
2020,8,Nou Barris,47,Can Peguera,"11 a 11,9",163
2020,8,Nou Barris,47,Can Peguera,"12 a 12,9",93
2020,8,Nou Barris,47,Can Peguera,"13 a 13,9",94
2020,8,Nou Barris,47,Can Peguera,"14 a 14,9",11
2020,8,Nou Barris,47,Can Peguera,"15 a 15,9",11
2020,8,Nou Barris,47,Can Peguera,"16 a 19,9",14
2020,8,Nou Barris,47,Can Peguera,20 i més cf,6
2020,8,Nou Barris,48,la Guineueta,Menys 8 cf,374
2020,8,Nou Barris,48,la Guineueta,"8 a 8,9",155
2020,8,Nou Barris,48,la Guineueta,"9 a 9,9",319
2020,8,Nou Barris,48,la Guineueta,"10 a 10,9",658
2020,8,Nou Barris,48,la Guineueta,"11 a 11,9",1361
2020,8,Nou Barris,48,la Guineueta,"12 a 12,9",654
2020,8,Nou Barris,48,la Guineueta,"13 a 13,9",899
2020,8,Nou Barris,48,la Guineueta,"14 a 14,9",102
2020,8,Nou Barris,48,la Guineueta,"15 a 15,9",74
2020,8,Nou Barris,48,la Guineueta,"16 a 19,9",115
2020,8,Nou Barris,48,la Guineueta,20 i més cf,33
2020,8,Nou Barris,49,Canyelles,Menys 8 cf,172
2020,8,Nou Barris,49,Canyelles,"8 a 8,9",88
2020,8,Nou Barris,49,Canyelles,"9 a 9,9",140
2020,8,Nou Barris,49,Canyelles,"10 a 10,9",327
2020,8,Nou Barris,49,Canyelles,"11 a 11,9",766
2020,8,Nou Barris,49,Canyelles,"12 a 12,9",441
2020,8,Nou Barris,49,Canyelles,"13 a 13,9",491
2020,8,Nou Barris,49,Canyelles,"14 a 14,9",52
2020,8,Nou Barris,49,Canyelles,"15 a 15,9",38
2020,8,Nou Barris,49,Canyelles,"16 a 19,9",55
2020,8,Nou Barris,49,Canyelles,20 i més cf,14
2020,8,Nou Barris,50,les Roquetes,Menys 8 cf,280
2020,8,Nou Barris,50,les Roquetes,"8 a 8,9",138
2020,8,Nou Barris,50,les Roquetes,"9 a 9,9",229
2020,8,Nou Barris,50,les Roquetes,"10 a 10,9",618
2020,8,Nou Barris,50,les Roquetes,"11 a 11,9",1313
2020,8,Nou Barris,50,les Roquetes,"12 a 12,9",803
2020,8,Nou Barris,50,les Roquetes,"13 a 13,9",811
2020,8,Nou Barris,50,les Roquetes,"14 a 14,9",79
2020,8,Nou Barris,50,les Roquetes,"15 a 15,9",51
2020,8,Nou Barris,50,les Roquetes,"16 a 19,9",123
2020,8,Nou Barris,50,les Roquetes,20 i més cf,26
2020,8,Nou Barris,51,Verdun,Menys 8 cf,248
2020,8,Nou Barris,51,Verdun,"8 a 8,9",114
2020,8,Nou Barris,51,Verdun,"9 a 9,9",185
2020,8,Nou Barris,51,Verdun,"10 a 10,9",437
2020,8,Nou Barris,51,Verdun,"11 a 11,9",884
2020,8,Nou Barris,51,Verdun,"12 a 12,9",532
2020,8,Nou Barris,51,Verdun,"13 a 13,9",548
2020,8,Nou Barris,51,Verdun,"14 a 14,9",59
2020,8,Nou Barris,51,Verdun,"15 a 15,9",39
2020,8,Nou Barris,51,Verdun,"16 a 19,9",103
2020,8,Nou Barris,51,Verdun,20 i més cf,22
2020,8,Nou Barris,52,la Prosperitat,Menys 8 cf,568
2020,8,Nou Barris,52,la Prosperitat,"8 a 8,9",236
2020,8,Nou Barris,52,la Prosperitat,"9 a 9,9",414
2020,8,Nou Barris,52,la Prosperitat,"10 a 10,9",1014
2020,8,Nou Barris,52,la Prosperitat,"11 a 11,9",2145
2020,8,Nou Barris,52,la Prosperitat,"12 a 12,9",1169
2020,8,Nou Barris,52,la Prosperitat,"13 a 13,9",1361
2020,8,Nou Barris,52,la Prosperitat,"14 a 14,9",140
2020,8,Nou Barris,52,la Prosperitat,"15 a 15,9",92
2020,8,Nou Barris,52,la Prosperitat,"16 a 19,9",240
2020,8,Nou Barris,52,la Prosperitat,20 i més cf,58
2020,8,Nou Barris,53,la Trinitat Nova,Menys 8 cf,135
2020,8,Nou Barris,53,la Trinitat Nova,"8 a 8,9",73
2020,8,Nou Barris,53,la Trinitat Nova,"9 a 9,9",86
2020,8,Nou Barris,53,la Trinitat Nova,"10 a 10,9",263
2020,8,Nou Barris,53,la Trinitat Nova,"11 a 11,9",534
2020,8,Nou Barris,53,la Trinitat Nova,"12 a 12,9",307
2020,8,Nou Barris,53,la Trinitat Nova,"13 a 13,9",303
2020,8,Nou Barris,53,la Trinitat Nova,"14 a 14,9",31
2020,8,Nou Barris,53,la Trinitat Nova,"15 a 15,9",21
2020,8,Nou Barris,53,la Trinitat Nova,"16 a 19,9",60
2020,8,Nou Barris,53,la Trinitat Nova,20 i més cf,16
2020,8,Nou Barris,54,Torre Baró,Menys 8 cf,73
2020,8,Nou Barris,54,Torre Baró,"8 a 8,9",30
2020,8,Nou Barris,54,Torre Baró,"9 a 9,9",64
2020,8,Nou Barris,54,Torre Baró,"10 a 10,9",116
2020,8,Nou Barris,54,Torre Baró,"11 a 11,9",213
2020,8,Nou Barris,54,Torre Baró,"12 a 12,9",156
2020,8,Nou Barris,54,Torre Baró,"13 a 13,9",171
2020,8,Nou Barris,54,Torre Baró,"14 a 14,9",21
2020,8,Nou Barris,54,Torre Baró,"15 a 15,9",11
2020,8,Nou Barris,54,Torre Baró,"16 a 19,9",24
2020,8,Nou Barris,54,Torre Baró,20 i més cf,11
2020,8,Nou Barris,55,Ciutat Meridiana,Menys 8 cf,165
2020,8,Nou Barris,55,Ciutat Meridiana,"8 a 8,9",95
2020,8,Nou Barris,55,Ciutat Meridiana,"9 a 9,9",144
2020,8,Nou Barris,55,Ciutat Meridiana,"10 a 10,9",337
2020,8,Nou Barris,55,Ciutat Meridiana,"11 a 11,9",822
2020,8,Nou Barris,55,Ciutat Meridiana,"12 a 12,9",461
2020,8,Nou Barris,55,Ciutat Meridiana,"13 a 13,9",481
2020,8,Nou Barris,55,Ciutat Meridiana,"14 a 14,9",57
2020,8,Nou Barris,55,Ciutat Meridiana,"15 a 15,9",34
2020,8,Nou Barris,55,Ciutat Meridiana,"16 a 19,9",62
2020,8,Nou Barris,55,Ciutat Meridiana,20 i més cf,12
2020,8,Nou Barris,56,Vallbona,Menys 8 cf,30
2020,8,Nou Barris,56,Vallbona,"8 a 8,9",20
2020,8,Nou Barris,56,Vallbona,"9 a 9,9",22
2020,8,Nou Barris,56,Vallbona,"10 a 10,9",60
2020,8,Nou Barris,56,Vallbona,"11 a 11,9",129
2020,8,Nou Barris,56,Vallbona,"12 a 12,9",79
2020,8,Nou Barris,56,Vallbona,"13 a 13,9",73
2020,8,Nou Barris,56,Vallbona,"14 a 14,9",8
2020,8,Nou Barris,56,Vallbona,"15 a 15,9",11
2020,8,Nou Barris,56,Vallbona,"16 a 19,9",16
2020,8,Nou Barris,56,Vallbona,20 i més cf,4
2020,9,Sant Andreu,57,la Trinitat Vella,Menys 8 cf,169
2020,9,Sant Andreu,57,la Trinitat Vella,"8 a 8,9",99
2020,9,Sant Andreu,57,la Trinitat Vella,"9 a 9,9",137
2020,9,Sant Andreu,57,la Trinitat Vella,"10 a 10,9",354
2020,9,Sant Andreu,57,la Trinitat Vella,"11 a 11,9",773
2020,9,Sant Andreu,57,la Trinitat Vella,"12 a 12,9",456
2020,9,Sant Andreu,57,la Trinitat Vella,"13 a 13,9",533
2020,9,Sant Andreu,57,la Trinitat Vella,"14 a 14,9",56
2020,9,Sant Andreu,57,la Trinitat Vella,"15 a 15,9",26
2020,9,Sant Andreu,57,la Trinitat Vella,"16 a 19,9",109
2020,9,Sant Andreu,57,la Trinitat Vella,20 i més cf,12
2020,9,Sant Andreu,58,Baró de Viver,Menys 8 cf,48
2020,9,Sant Andreu,58,Baró de Viver,"8 a 8,9",29
2020,9,Sant Andreu,58,Baró de Viver,"9 a 9,9",52
2020,9,Sant Andreu,58,Baró de Viver,"10 a 10,9",113
2020,9,Sant Andreu,58,Baró de Viver,"11 a 11,9",205
2020,9,Sant Andreu,58,Baró de Viver,"12 a 12,9",103
2020,9,Sant Andreu,58,Baró de Viver,"13 a 13,9",142
2020,9,Sant Andreu,58,Baró de Viver,"14 a 14,9",7
2020,9,Sant Andreu,58,Baró de Viver,"15 a 15,9",3
2020,9,Sant Andreu,58,Baró de Viver,"16 a 19,9",21
2020,9,Sant Andreu,58,Baró de Viver,20 i més cf,4
2020,9,Sant Andreu,59,el Bon Pastor,Menys 8 cf,361
2020,9,Sant Andreu,59,el Bon Pastor,"8 a 8,9",308
2020,9,Sant Andreu,59,el Bon Pastor,"9 a 9,9",222
2020,9,Sant Andreu,59,el Bon Pastor,"10 a 10,9",585
2020,9,Sant Andreu,59,el Bon Pastor,"11 a 11,9",1548
2020,9,Sant Andreu,59,el Bon Pastor,"12 a 12,9",524
2020,9,Sant Andreu,59,el Bon Pastor,"13 a 13,9",859
2020,9,Sant Andreu,59,el Bon Pastor,"14 a 14,9",89
2020,9,Sant Andreu,59,el Bon Pastor,"15 a 15,9",65
2020,9,Sant Andreu,59,el Bon Pastor,"16 a 19,9",189
2020,9,Sant Andreu,59,el Bon Pastor,20 i més cf,58
2020,9,Sant Andreu,60,Sant Andreu,Menys 8 cf,1221
2020,9,Sant Andreu,60,Sant Andreu,"8 a 8,9",781
2020,9,Sant Andreu,60,Sant Andreu,"9 a 9,9",1004
2020,9,Sant Andreu,60,Sant Andreu,"10 a 10,9",2588
2020,9,Sant Andreu,60,Sant Andreu,"11 a 11,9",5167
2020,9,Sant Andreu,60,Sant Andreu,"12 a 12,9",2271
2020,9,Sant Andreu,60,Sant Andreu,"13 a 13,9",3556
2020,9,Sant Andreu,60,Sant Andreu,"14 a 14,9",455
2020,9,Sant Andreu,60,Sant Andreu,"15 a 15,9",270
2020,9,Sant Andreu,60,Sant Andreu,"16 a 19,9",562
2020,9,Sant Andreu,60,Sant Andreu,20 i més cf,133
2020,9,Sant Andreu,61,la Sagrera,Menys 8 cf,569
2020,9,Sant Andreu,61,la Sagrera,"8 a 8,9",313
2020,9,Sant Andreu,61,la Sagrera,"9 a 9,9",461
2020,9,Sant Andreu,61,la Sagrera,"10 a 10,9",1199
2020,9,Sant Andreu,61,la Sagrera,"11 a 11,9",2588
2020,9,Sant Andreu,61,la Sagrera,"12 a 12,9",1169
2020,9,Sant Andreu,61,la Sagrera,"13 a 13,9",1555
2020,9,Sant Andreu,61,la Sagrera,"14 a 14,9",178
2020,9,Sant Andreu,61,la Sagrera,"15 a 15,9",118
2020,9,Sant Andreu,61,la Sagrera,"16 a 19,9",265
2020,9,Sant Andreu,61,la Sagrera,20 i més cf,66
2020,9,Sant Andreu,62,el Congrés i els Indians,Menys 8 cf,277
2020,9,Sant Andreu,62,el Congrés i els Indians,"8 a 8,9",160
2020,9,Sant Andreu,62,el Congrés i els Indians,"9 a 9,9",237
2020,9,Sant Andreu,62,el Congrés i els Indians,"10 a 10,9",599
2020,9,Sant Andreu,62,el Congrés i els Indians,"11 a 11,9",1087
2020,9,Sant Andreu,62,el Congrés i els Indians,"12 a 12,9",480
2020,9,Sant Andreu,62,el Congrés i els Indians,"13 a 13,9",633
2020,9,Sant Andreu,62,el Congrés i els Indians,"14 a 14,9",83
2020,9,Sant Andreu,62,el Congrés i els Indians,"15 a 15,9",54
2020,9,Sant Andreu,62,el Congrés i els Indians,"16 a 19,9",125
2020,9,Sant Andreu,62,el Congrés i els Indians,20 i més cf,37
2020,9,Sant Andreu,63,Navas,Menys 8 cf,431
2020,9,Sant Andreu,63,Navas,"8 a 8,9",258
2020,9,Sant Andreu,63,Navas,"9 a 9,9",375
2020,9,Sant Andreu,63,Navas,"10 a 10,9",916
2020,9,Sant Andreu,63,Navas,"11 a 11,9",1769
2020,9,Sant Andreu,63,Navas,"12 a 12,9",842
2020,9,Sant Andreu,63,Navas,"13 a 13,9",1257
2020,9,Sant Andreu,63,Navas,"14 a 14,9",164
2020,9,Sant Andreu,63,Navas,"15 a 15,9",99
2020,9,Sant Andreu,63,Navas,"16 a 19,9",221
2020,9,Sant Andreu,63,Navas,20 i més cf,70
2020,10,Sant Martí,64,el Camp de l'Arpa del Clot,Menys 8 cf,675
2020,10,Sant Martí,64,el Camp de l'Arpa del Clot,"8 a 8,9",370
2020,10,Sant Martí,64,el Camp de l'Arpa del Clot,"9 a 9,9",656
2020,10,Sant Martí,64,el Camp de l'Arpa del Clot,"10 a 10,9",1496
2020,10,Sant Martí,64,el Camp de l'Arpa del Clot,"11 a 11,9",2884
2020,10,Sant Martí,64,el Camp de l'Arpa del Clot,"12 a 12,9",1390
2020,10,Sant Martí,64,el Camp de l'Arpa del Clot,"13 a 13,9",1948
2020,10,Sant Martí,64,el Camp de l'Arpa del Clot,"14 a 14,9",236
2020,10,Sant Martí,64,el Camp de l'Arpa del Clot,"15 a 15,9",200
2020,10,Sant Martí,64,el Camp de l'Arpa del Clot,"16 a 19,9",357
2020,10,Sant Martí,64,el Camp de l'Arpa del Clot,20 i més cf,102
2020,10,Sant Martí,65,el Clot,Menys 8 cf,521
2020,10,Sant Martí,65,el Clot,"8 a 8,9",292
2020,10,Sant Martí,65,el Clot,"9 a 9,9",463
2020,10,Sant Martí,65,el Clot,"10 a 10,9",1087
2020,10,Sant Martí,65,el Clot,"11 a 11,9",2171
2020,10,Sant Martí,65,el Clot,"12 a 12,9",1051
2020,10,Sant Martí,65,el Clot,"13 a 13,9",1537
2020,10,Sant Martí,65,el Clot,"14 a 14,9",187
2020,10,Sant Martí,65,el Clot,"15 a 15,9",115
2020,10,Sant Martí,65,el Clot,"16 a 19,9",244
2020,10,Sant Martí,65,el Clot,20 i més cf,63
2020,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Menys 8 cf,316
2020,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,"8 a 8,9",150
2020,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,"9 a 9,9",257
2020,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,"10 a 10,9",641
2020,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,"11 a 11,9",1297
2020,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,"12 a 12,9",563
2020,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,"13 a 13,9",952
2020,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,"14 a 14,9",115
2020,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,"15 a 15,9",81
2020,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,"16 a 19,9",252
2020,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,20 i més cf,63
2020,10,Sant Martí,67,la Vila Olímpica del Poblenou,Menys 8 cf,216
2020,10,Sant Martí,67,la Vila Olímpica del Poblenou,"8 a 8,9",118
2020,10,Sant Martí,67,la Vila Olímpica del Poblenou,"9 a 9,9",191
2020,10,Sant Martí,67,la Vila Olímpica del Poblenou,"10 a 10,9",440
2020,10,Sant Martí,67,la Vila Olímpica del Poblenou,"11 a 11,9",771
2020,10,Sant Martí,67,la Vila Olímpica del Poblenou,"12 a 12,9",362
2020,10,Sant Martí,67,la Vila Olímpica del Poblenou,"13 a 13,9",917
2020,10,Sant Martí,67,la Vila Olímpica del Poblenou,"14 a 14,9",90
2020,10,Sant Martí,67,la Vila Olímpica del Poblenou,"15 a 15,9",73
2020,10,Sant Martí,67,la Vila Olímpica del Poblenou,"16 a 19,9",260
2020,10,Sant Martí,67,la Vila Olímpica del Poblenou,20 i més cf,90
2020,10,Sant Martí,68,el Poblenou,Menys 8 cf,674
2020,10,Sant Martí,68,el Poblenou,"8 a 8,9",370
2020,10,Sant Martí,68,el Poblenou,"9 a 9,9",611
2020,10,Sant Martí,68,el Poblenou,"10 a 10,9",1351
2020,10,Sant Martí,68,el Poblenou,"11 a 11,9",2713
2020,10,Sant Martí,68,el Poblenou,"12 a 12,9",1207
2020,10,Sant Martí,68,el Poblenou,"13 a 13,9",1860
2020,10,Sant Martí,68,el Poblenou,"14 a 14,9",209
2020,10,Sant Martí,68,el Poblenou,"15 a 15,9",160
2020,10,Sant Martí,68,el Poblenou,"16 a 19,9",363
2020,10,Sant Martí,68,el Poblenou,20 i més cf,116
2020,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Menys 8 cf,263
2020,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,"8 a 8,9",174
2020,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,"9 a 9,9",194
2020,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,"10 a 10,9",525
2020,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,"11 a 11,9",1034
2020,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,"12 a 12,9",442
2020,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,"13 a 13,9",938
2020,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,"14 a 14,9",116
2020,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,"15 a 15,9",59
2020,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,"16 a 19,9",211
2020,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,20 i més cf,111
2020,10,Sant Martí,70,el Besòs i el Maresme,Menys 8 cf,365
2020,10,Sant Martí,70,el Besòs i el Maresme,"8 a 8,9",213
2020,10,Sant Martí,70,el Besòs i el Maresme,"9 a 9,9",317
2020,10,Sant Martí,70,el Besòs i el Maresme,"10 a 10,9",729
2020,10,Sant Martí,70,el Besòs i el Maresme,"11 a 11,9",1750
2020,10,Sant Martí,70,el Besòs i el Maresme,"12 a 12,9",918
2020,10,Sant Martí,70,el Besòs i el Maresme,"13 a 13,9",1132
2020,10,Sant Martí,70,el Besòs i el Maresme,"14 a 14,9",96
2020,10,Sant Martí,70,el Besòs i el Maresme,"15 a 15,9",76
2020,10,Sant Martí,70,el Besòs i el Maresme,"16 a 19,9",195
2020,10,Sant Martí,70,el Besòs i el Maresme,20 i més cf,46
2020,10,Sant Martí,71,Provençals del Poblenou,Menys 8 cf,484
2020,10,Sant Martí,71,Provençals del Poblenou,"8 a 8,9",233
2020,10,Sant Martí,71,Provençals del Poblenou,"9 a 9,9",396
2020,10,Sant Martí,71,Provençals del Poblenou,"10 a 10,9",933
2020,10,Sant Martí,71,Provençals del Poblenou,"11 a 11,9",1873
2020,10,Sant Martí,71,Provençals del Poblenou,"12 a 12,9",856
2020,10,Sant Martí,71,Provençals del Poblenou,"13 a 13,9",1303
2020,10,Sant Martí,71,Provençals del Poblenou,"14 a 14,9",128
2020,10,Sant Martí,71,Provençals del Poblenou,"15 a 15,9",98
2020,10,Sant Martí,71,Provençals del Poblenou,"16 a 19,9",272
2020,10,Sant Martí,71,Provençals del Poblenou,20 i més cf,90
2020,10,Sant Martí,72,Sant Martí de Provençals,Menys 8 cf,544
2020,10,Sant Martí,72,Sant Martí de Provençals,"8 a 8,9",310
2020,10,Sant Martí,72,Sant Martí de Provençals,"9 a 9,9",442
2020,10,Sant Martí,72,Sant Martí de Provençals,"10 a 10,9",1111
2020,10,Sant Martí,72,Sant Martí de Provençals,"11 a 11,9",2213
2020,10,Sant Martí,72,Sant Martí de Provençals,"12 a 12,9",1042
2020,10,Sant Martí,72,Sant Martí de Provençals,"13 a 13,9",1490
2020,10,Sant Martí,72,Sant Martí de Provençals,"14 a 14,9",157
2020,10,Sant Martí,72,Sant Martí de Provençals,"15 a 15,9",91
2020,10,Sant Martí,72,Sant Martí de Provençals,"16 a 19,9",226
2020,10,Sant Martí,72,Sant Martí de Provençals,20 i més cf,59
2020,10,Sant Martí,73,la Verneda i la Pau,Menys 8 cf,582
2020,10,Sant Martí,73,la Verneda i la Pau,"8 a 8,9",414
2020,10,Sant Martí,73,la Verneda i la Pau,"9 a 9,9",425
2020,10,Sant Martí,73,la Verneda i la Pau,"10 a 10,9",1173
2020,10,Sant Martí,73,la Verneda i la Pau,"11 a 11,9",2613
2020,10,Sant Martí,73,la Verneda i la Pau,"12 a 12,9",1284
2020,10,Sant Martí,73,la Verneda i la Pau,"13 a 13,9",1708
2020,10,Sant Martí,73,la Verneda i la Pau,"14 a 14,9",183
2020,10,Sant Martí,73,la Verneda i la Pau,"15 a 15,9",111
2020,10,Sant Martí,73,la Verneda i la Pau,"16 a 19,9",282
2020,10,Sant Martí,73,la Verneda i la Pau,20 i més cf,68
2020,NC,No consta,NC,No consta,Menys 8 cf,13
2020,NC,No consta,NC,No consta,"8 a 8,9",15
2020,NC,No consta,NC,No consta,"9 a 9,9",9
2020,NC,No consta,NC,No consta,"10 a 10,9",31
2020,NC,No consta,NC,No consta,"11 a 11,9",42
2020,NC,No consta,NC,No consta,"12 a 12,9",27
2020,NC,No consta,NC,No consta,"13 a 13,9",23
2020,NC,No consta,NC,No consta,"14 a 14,9",3
2020,NC,No consta,NC,No consta,"15 a 15,9",5
2020,NC,No consta,NC,No consta,"16 a 19,9",16
2020,NC,No consta,NC,No consta,20 i més cf,13
