Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Antiguitat,Nombre_turismes
2018,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",D'11 a 20 anys,910
2018,5,Sarrià-Sant Gervasi,23,Sarrià,D'11 a 20 anys,4411
2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,D'11 a 20 anys,4819
2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,D'11 a 20 anys,4939
2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,D'11 a 20 anys,10929
2018,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,D'11 a 20 anys,4957
2018,6,Gràcia,28,Vallcarca i els Penitents,D'11 a 20 anys,2590
2018,6,Gràcia,29,el Coll,D'11 a 20 anys,1110
2018,6,Gràcia,30,la Salut,D'11 a 20 anys,2198
2018,6,Gràcia,31,la Vila de Gràcia,D'11 a 20 anys,6538
2018,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,D'11 a 20 anys,5118
2018,7,Horta-Guinardó,33,el Baix Guinardó,D'11 a 20 anys,3819
2018,7,Horta-Guinardó,34,Can Baró,D'11 a 20 anys,1432
2018,7,Horta-Guinardó,35,el Guinardó,D'11 a 20 anys,5605
2018,7,Horta-Guinardó,36,la Font d'en Fargues,D'11 a 20 anys,1797
2018,7,Horta-Guinardó,37,el Carmel,D'11 a 20 anys,4951
2018,7,Horta-Guinardó,38,la Teixonera,D'11 a 20 anys,1861
2018,7,Horta-Guinardó,39,Sant Genís dels Agudells,D'11 a 20 anys,1419
2018,7,Horta-Guinardó,40,Montbau,D'11 a 20 anys,825
2018,7,Horta-Guinardó,41,la Vall d'Hebron,D'11 a 20 anys,1010
2018,7,Horta-Guinardó,42,la Clota,D'11 a 20 anys,74
2018,7,Horta-Guinardó,43,Horta,D'11 a 20 anys,4223
2018,8,Nou Barris,44,Vilapicina i la Torre Llobeta,D'11 a 20 anys,3872
2018,8,Nou Barris,45,Porta,D'11 a 20 anys,3979
2018,8,Nou Barris,46,el Turó de la Peira,D'11 a 20 anys,1937
2018,8,Nou Barris,47,Can Peguera,D'11 a 20 anys,346
2018,8,Nou Barris,48,la Guineueta,D'11 a 20 anys,2505
2018,8,Nou Barris,49,Canyelles,D'11 a 20 anys,1419
2018,8,Nou Barris,50,les Roquetes,D'11 a 20 anys,2635
2018,8,Nou Barris,51,Verdun,D'11 a 20 anys,1953
2018,8,Nou Barris,52,la Prosperitat,D'11 a 20 anys,4291
2018,8,Nou Barris,53,la Trinitat Nova,D'11 a 20 anys,1141
2018,8,Nou Barris,54,Torre Baró,D'11 a 20 anys,517
2018,8,Nou Barris,55,Ciutat Meridiana,D'11 a 20 anys,1670
2018,8,Nou Barris,56,Vallbona,D'11 a 20 anys,255
2018,9,Sant Andreu,57,la Trinitat Vella,D'11 a 20 anys,1580
2018,9,Sant Andreu,58,Baró de Viver,D'11 a 20 anys,401
2018,9,Sant Andreu,59,el Bon Pastor,D'11 a 20 anys,2636
2018,9,Sant Andreu,60,Sant Andreu,D'11 a 20 anys,8925
2018,9,Sant Andreu,61,la Sagrera,D'11 a 20 anys,4494
2018,9,Sant Andreu,62,el Congrés i els Indians,D'11 a 20 anys,2009
2018,9,Sant Andreu,63,Navas,D'11 a 20 anys,3492
2018,10,Sant Martí,64,el Camp de l'Arpa del Clot,D'11 a 20 anys,5692
2018,10,Sant Martí,65,el Clot,D'11 a 20 anys,4046
2018,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,D'11 a 20 anys,3303
2018,10,Sant Martí,67,la Vila Olímpica del Poblenou,D'11 a 20 anys,1779
2018,10,Sant Martí,68,el Poblenou,D'11 a 20 anys,4792
2018,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,D'11 a 20 anys,1746
2018,10,Sant Martí,70,el Besòs i el Maresme,D'11 a 20 anys,3431
2018,10,Sant Martí,71,Provençals del Poblenou,D'11 a 20 anys,3336
2018,10,Sant Martí,72,Sant Martí de Provençals,D'11 a 20 anys,4230
2018,10,Sant Martí,73,la Verneda i la Pau,D'11 a 20 anys,4976
2018,99,No consta,99,No consta,D'11 a 20 anys,87
2018,1,Ciutat Vella,1,el Raval,Més de 20 anys,1160
2018,1,Ciutat Vella,2,el Barri Gòtic,Més de 20 anys,791
2018,1,Ciutat Vella,3,la Barceloneta,Més de 20 anys,392
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Més de 20 anys,677
2018,2,Eixample,5,el Fort Pienc,Més de 20 anys,1705
2018,2,Eixample,6,la Sagrada Família,Més de 20 anys,1735
2018,2,Eixample,7,la Dreta de l'Eixample,Més de 20 anys,2553
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Més de 20 anys,2374
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,Més de 20 anys,2579
2018,2,Eixample,10,Sant Antoni,Més de 20 anys,1315
2018,3,Sants-Montjuïc,11,el Poble Sec,Més de 20 anys,1174
2018,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Més de 20 anys,549
2018,3,Sants-Montjuïc,13,la Marina de Port,Més de 20 anys,982
2018,3,Sants-Montjuïc,14,la Font de la Guatlla,Més de 20 anys,377
2018,3,Sants-Montjuïc,15,Hostafrancs,Més de 20 anys,547
2018,3,Sants-Montjuïc,16,la Bordeta,Més de 20 anys,1130
2018,3,Sants-Montjuïc,17,Sants - Badal,Més de 20 anys,791
2018,3,Sants-Montjuïc,18,Sants,Més de 20 anys,1428
2018,4,Les Corts,19,les Corts,Més de 20 anys,2513
2018,4,Les Corts,20,la Maternitat i Sant Ramon,Més de 20 anys,1045
2018,4,Les Corts,21,Pedralbes,Més de 20 anys,1668
2018,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Més de 20 anys,193
2018,5,Sarrià-Sant Gervasi,23,Sarrià,Més de 20 anys,1115
2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,Més de 20 anys,919
2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Més de 20 anys,1321
2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Més de 20 anys,3120
2018,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Més de 20 anys,1468
2018,6,Gràcia,28,Vallcarca i els Penitents,Més de 20 anys,678
2018,6,Gràcia,29,el Coll,Més de 20 anys,256
2018,6,Gràcia,30,la Salut,Més de 20 anys,506
2018,6,Gràcia,31,la Vila de Gràcia,Més de 20 anys,1660
2018,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Més de 20 anys,1194
2018,7,Horta-Guinardó,33,el Baix Guinardó,Més de 20 anys,862
2018,7,Horta-Guinardó,34,Can Baró,Més de 20 anys,340
2018,7,Horta-Guinardó,35,el Guinardó,Més de 20 anys,1275
2018,7,Horta-Guinardó,36,la Font d'en Fargues,Més de 20 anys,440
2018,7,Horta-Guinardó,37,el Carmel,Més de 20 anys,1115
2018,7,Horta-Guinardó,38,la Teixonera,Més de 20 anys,451
2018,7,Horta-Guinardó,39,Sant Genís dels Agudells,Més de 20 anys,307
2018,7,Horta-Guinardó,40,Montbau,Més de 20 anys,185
2018,7,Horta-Guinardó,41,la Vall d'Hebron,Més de 20 anys,207
2018,7,Horta-Guinardó,42,la Clota,Més de 20 anys,18
2018,7,Horta-Guinardó,43,Horta,Més de 20 anys,959
2018,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Més de 20 anys,845
2018,8,Nou Barris,45,Porta,Més de 20 anys,799
2018,8,Nou Barris,46,el Turó de la Peira,Més de 20 anys,405
2018,8,Nou Barris,47,Can Peguera,Més de 20 anys,81
2018,8,Nou Barris,48,la Guineueta,Més de 20 anys,510
2018,8,Nou Barris,49,Canyelles,Més de 20 anys,236
2018,8,Nou Barris,50,les Roquetes,Més de 20 anys,616
2018,8,Nou Barris,51,Verdun,Més de 20 anys,413
2018,8,Nou Barris,52,la Prosperitat,Més de 20 anys,990
2018,8,Nou Barris,53,la Trinitat Nova,Més de 20 anys,238
2018,8,Nou Barris,54,Torre Baró,Més de 20 anys,177
2018,8,Nou Barris,55,Ciutat Meridiana,Més de 20 anys,348
2018,8,Nou Barris,56,Vallbona,Més de 20 anys,72
2018,9,Sant Andreu,57,la Trinitat Vella,Més de 20 anys,360
2018,9,Sant Andreu,58,Baró de Viver,Més de 20 anys,55
2018,9,Sant Andreu,59,el Bon Pastor,Més de 20 anys,563
2018,9,Sant Andreu,60,Sant Andreu,Més de 20 anys,1860
2018,9,Sant Andreu,61,la Sagrera,Més de 20 anys,1008
2018,9,Sant Andreu,62,el Congrés i els Indians,Més de 20 anys,408
2018,9,Sant Andreu,63,Navas,Més de 20 anys,964
2018,10,Sant Martí,64,el Camp de l'Arpa del Clot,Més de 20 anys,1290
2018,10,Sant Martí,65,el Clot,Més de 20 anys,890
2018,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Més de 20 anys,598
2018,10,Sant Martí,67,la Vila Olímpica del Poblenou,Més de 20 anys,236
2018,10,Sant Martí,68,el Poblenou,Més de 20 anys,851
2018,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Més de 20 anys,217
2018,10,Sant Martí,70,el Besòs i el Maresme,Més de 20 anys,731
2018,10,Sant Martí,71,Provençals del Poblenou,Més de 20 anys,659
2018,10,Sant Martí,72,Sant Martí de Provençals,Més de 20 anys,906
2018,10,Sant Martí,73,la Verneda i la Pau,Més de 20 anys,1045
2018,99,No consta,99,No consta,Més de 20 anys,57
